time,max_max_angle,min_max_angle,RIGHT_SHOULDER_std_dev,RIGHT_HIP_std_dev,RIGHT_KNEE_std_dev,RIGHT_ANKLE_std_dev,frailty_score,avg_duration
10.705667622361194,173.8480376443881,159.15994341623394,15.120663093773715,25.952705445060957,18.440054944132008,23.01699035313526,1.0,2.141133524472239
11.161820926806808,175.33526208404535,158.71071061525367,13.689694733611933,20.792429947464925,15.43887057462928,8.72793801889196,1.1,2.2323641853613614
11.970252866269501,166.62363528853692,160.58968309242405,22.92484412471925,21.975139932716004,10.100648839764746,19.873109280703424,1.2,2.3940505732539004
11.327104984602226,176.31835344036492,159.41751847187751,10.583483350629983,19.376668249226068,10.838830388785599,19.284665526487494,1.3,2.265420996920445
10.662900200074194,167.6249004424742,158.84844194052394,13.793908705401783,25.17506894801195,12.013403074891821,16.975545724856588,1.4,2.132580040014839
11.972241138680978,179.06501291929996,160.72490564784798,12.393647678384657,21.637326313042664,16.58240521847578,8.435393180071973,1.5,2.394448227736196
10.852802758477164,176.30286350382076,158.65468071682713,14.845463800826755,20.70161133584465,7.187746630508528,16.901567403179566,1.6,2.170560551695433
10.154434097761097,174.61017321421016,160.45594325829907,16.373006251157214,24.121065270615198,11.071082663721008,13.985595243539535,1.7,2.0308868195522196
11.44139789101479,173.80412659331583,161.09851467459018,16.648743374091115,21.33429443645594,11.80501324274542,22.688691138068634,1.8,2.2882795782029577
11.95302600455331,168.81941555667515,157.4358871141067,13.75663678614374,25.57154402441402,12.48674639973831,13.696993594316893,1.9,2.390605200910662
9.423836333212638,178.13418459860634,160.71891683148863,12.12970984385295,20.42117491847565,16.61114215557014,20.507516611245723,2.0,1.8847672666425275
10.58626444937111,177.0533952477383,160.284664735727,15.85294912831391,24.893135944456148,10.518762153352522,24.258463568462453,2.1,2.117252889874222
11.980098657080044,172.932419956624,158.99354694515102,14.90508713643893,24.84944658109235,16.197800750886593,24.498184746247173,2.2,2.3960197314160085
9.073295294663517,166.52507359183727,159.40061716630495,13.990753571871284,20.7198076068234,15.134470685958664,25.64709732063144,2.3,1.8146590589327034
8.91905928501863,177.93354429265898,159.48901961181932,18.760598130316897,21.121043636813955,6.3001600631419,17.294708847602873,2.4,1.783811857003726
11.800110924424498,170.0817275208278,157.71996003963295,17.230870077576984,19.130517831181287,12.014541619804344,28.315723162716576,2.5,2.3600221848848997
10.453921818592178,170.8175731360582,160.53882255552185,11.030422450265352,25.96064888167415,17.09203083280131,32.129554091299966,2.6,2.0907843637184356
8.94132555069843,169.22232768269797,159.22470101578426,19.530409774144665,20.091730222258104,13.673823650920859,26.006169712454,2.7,1.788265110139686
10.190794169485835,175.8128314104626,159.1122209413142,21.238157423347843,25.811337594227595,18.624304657614335,19.058525134545906,2.8,2.038158833897167
