,average_speed,average_stride_length,RIGHT_SHOULDER_std_dev,RIGHT_HIP_std_dev,RIGHT_KNEE_std_dev,RIGHT_ANKLE_std_dev,frailty_score
0,122.05506419623843,40.74384874143641,35.16583246401947,20.19149603471641,21.471289087345273,31.47278477326978,1.0
1,180.2220924173138,45.14220376633092,26.88934288180983,41.597641129349284,26.57569764098911,30.213270429820778,1.1
2,133.24678661848208,51.134680226546834,39.198826601748216,12.000899838018046,48.88344053283646,27.68436393596902,1.2
3,172.48659134917227,43.3812020933224,11.912090522057,36.35923289678836,14.508619878559472,23.373481757757222,1.3
4,187.0055258328261,30.429344727750177,11.528430045461883,17.609192527370936,40.123529188154556,24.990978947556815,1.4
5,151.34940245242012,33.27007854667161,23.73346380561518,9.712791132865776,23.342757783806,20.827578685293634,1.5
6,199.8158595730695,53.23332296015783,3.5223609819146926,29.766650724140767,11.944197078521032,28.133590337064838,1.6
7,183.3407278491934,39.28917419533729,32.13444209006394,47.51936872961556,16.253286401152508,28.7007322960674,1.7
8,111.57852482594848,36.98056598063515,9.928186208203837,28.69010466924457,13.810268421549583,23.381056094141474,1.8
9,131.73989702987413,46.500720759241524,27.130081221010215,23.37221070376399,33.66849440716432,33.77497838863541,1.9
10,176.15957144353732,34.80601226179991,2.569817988637892,26.670081420838038,7.0243890819208294,23.824434880907244,2.0
11,190.82685139929944,37.30721218892279,25.778177618935388,53.95915498155964,19.49930387682814,26.864782223910186,2.1
12,135.8048689104407,40.233544715872824,35.67600819475587,50.710446970520415,39.300841263074375,31.351285006275724,2.2
13,145.69244919735632,45.91798420267795,23.125188965384684,17.391674548653434,19.129035348917544,27.085574424177985,2.3
14,152.57056746364202,37.526428469394226,37.710631788762726,51.02178855978652,37.88031382400206,21.379513870777952,2.4
15,177.06084269854614,41.56634170798169,31.158625957279966,47.53691635703052,24.371590713926455,29.608540252605042,2.5
16,112.15840398688822,54.67445672971882,4.034705710209653,10.599846116095614,42.63100649035977,25.984403939981544,2.6
17,128.45760397821607,40.97683897779728,18.725712488347437,13.401449477872019,44.114169556437766,20.54284031158636,2.7
18,168.3142296567617,37.388573868268494,11.212736864309154,12.529502114003634,24.38717162755844,19.921337578275196,2.8
19,147.48401949000169,36.77173565733051,3.4547704839735873,20.973361216197148,32.159812995217756,25.615104860032467,2.9
20,139.15657328800663,52.13323031697254,24.5502822530254,52.84756775930683,35.287874018626276,25.294799774983417,3.0
21,191.7951192061543,56.109035126334916,38.90210510560313,26.53043370966582,46.97088853226345,33.649745387207616,3.1
22,186.52836684362057,35.72675664265232,17.781134331394252,21.889795749402175,20.592924032778463,22.63811533618833,3.2
23,185.32910438914513,44.77622652496713,3.84973186319926,18.300290074744765,38.91651374514585,33.11746852339295,3.3
24,173.43298936618342,39.805595250826215,39.421166884536355,25.971732443473947,29.169563505505156,26.58331650946507,3.4
25,185.752500655794,45.03744778713641,29.331895839691867,46.56719092152665,26.236983218942054,30.88882769619874,3.5
26,167.10920559234185,39.609627553782474,14.744156434971948,48.354962002672345,33.90037242051185,27.70153254139678,3.6
27,133.85667383557197,33.53088379882175,32.163827856383385,31.427747878776266,15.248659179075513,23.340588993462777,3.7
28,145.73398252441717,34.04179886844091,10.728029268835582,55.34813889866966,36.215053438781396,24.466241906685568,3.8
29,197.012584099476,31.306804936939404,27.052362931500184,48.20144702650295,30.963656010806236,24.87233382637184,3.9
30,105.1703977177942,33.15976671517118,27.407185697260726,53.559382908466276,23.511600500480505,30.34948745914014,4.0
31,175.2670138046682,33.53776370844312,18.361766032780807,22.464009692889768,48.69277924044869,27.608786181634063,4.1
32,170.90330563269242,42.17596047736635,34.69509434035507,31.623185805615677,29.368907220018656,33.17799000011517,4.2
33,185.7330272582472,42.45296459855149,7.816539715468105,50.171471955893914,30.400989485447926,27.127563760161145,4.3
34,172.32008071964,34.55205870669214,10.370186275481514,35.93295190137922,17.03009467092316,23.155826165735384,4.4
35,179.78895779057154,36.40156927159293,14.965648230422595,47.13897405842423,41.79692698284304,27.513330894227252,4.5
36,164.0349532363529,44.66095898161043,22.988649425570518,52.94700583057972,36.722183905962886,20.775956017085306,4.6
37,149.11191990582086,35.800090736305535,31.2763729408366,55.207297559857096,27.02127305081022,33.486054766832865,4.7
38,181.2843746851797,40.129839520283724,18.21326897821237,18.609474528904443,39.68210557780081,25.788759804476342,4.8
39,159.80587231459828,42.4072276847894,3.1799449231563077,10.611225829356474,40.00634919850216,22.672929353310856,4.9
40,194.1502012086175,54.554080250845246,12.957274840402114,42.83477206351975,19.99804028354571,24.457718661331782,5.0
41,138.47919061217712,40.44771476766584,2.674042487601182,53.29077307841882,21.078939242706273,26.827366602816046,5.1
42,188.18488922802774,39.701748907336565,13.505612642375493,48.5364577711315,39.603596908305754,29.1088345526927,5.2
43,101.6206178651928,40.26052902275805,4.746307081716916,51.477251289985965,32.6322175317395,21.786164935215794,5.3
44,185.2831048557097,39.88189781050461,3.4163264716751796,12.18967678699005,7.737425463728262,29.990622199197265,5.4
45,159.30963043779627,48.14161175323523,39.29088548429505,40.893259526359934,30.603801338426663,28.61946636773098,5.5
46,177.3434304338698,37.46143225109995,2.703969541883862,17.830997503458846,40.68494512635708,23.20331939192796,5.6
47,138.3559926757628,55.420011753025015,31.190746480672306,35.67313054741593,45.98305950382479,25.00466202119223,5.7
48,103.7339886913201,35.433972744828424,17.221690076531335,40.67550517289959,22.611298786552474,32.161948479887066,5.8
49,177.71344874700839,29.707167746151764,14.89398325253303,27.46850957645188,8.817411937484529,24.045134042302863,5.9
50,161.41029482123753,37.93259871078492,8.4075539059226,28.361251966059008,28.978218446704357,20.383124809032267,6.0
51,106.85118697761366,54.591780861622404,14.895023586416515,41.34660487404111,24.65959355013446,32.04715088347373,6.1
52,155.4965341828528,32.690268085431654,21.368710331956233,33.699593473286654,19.697856968533415,33.76560203938445,6.2
53,196.85255654562073,36.24827181015528,19.145043923489265,17.163047552475536,24.703060503155836,23.815179263325348,6.3
54,130.740494828254,42.04970274983611,16.469270267577993,45.68763330329074,40.850901689228145,31.069336647989026,6.4
55,131.0808298683659,50.10532062033356,5.0121867173902235,49.35625428051938,44.63673897068051,29.824096538002344,6.5
56,169.1329679293041,46.2836228116238,34.13500336363316,52.682019918843785,25.116280133215444,27.641170733874823,6.5
57,140.27238172643632,38.76633844669292,19.683704765753486,36.864472790357205,33.64257994687071,29.27503138248502,6.6
58,124.63648208839953,31.952310446919054,10.543376511329928,11.00202031488657,41.1827058568558,26.106621585556383,6.7
59,132.67648358309623,47.13297057789197,2.164992813532246,23.008861251377017,29.203045692596355,25.25322169601221,6.8
60,193.7282679394768,46.364558688648884,26.619057596501026,34.74073466416959,35.03750117021052,26.8157139548245,6.9
61,138.25754877836147,42.05825913533465,19.015523341630182,32.412299396134905,29.794297979633484,30.200991536925095,7.0
62,114.93728303195707,47.69485126193079,6.925902068433501,24.287748909461207,29.87122500185542,22.09793672025222,7.1
63,179.84582027931467,45.88189306952282,39.22493391386119,17.153803347113968,44.24488080503585,24.425233355884508,7.2
64,186.46302068478204,32.74919086643351,11.213901141259083,51.06895296667633,38.178260174828516,30.880593405440823,7.3
65,102.7057592367222,40.95530621913479,32.195855538260524,44.60164928969407,8.61991777074048,32.629210471157776,7.4
66,113.4729484567926,44.497367421448715,27.474516358224392,37.06812967689105,45.02634689586578,28.108657206827033,7.5
67,132.17873931152607,31.10341820770211,10.42419469566162,33.571497056139606,7.45236578425885,34.42258880986745,7.6
68,181.76575462430503,36.79855392797573,26.890814416083877,39.191198493771545,37.20426706538289,30.44976535379424,7.7
69,127.10766849592432,51.648160206419504,14.790754691688134,51.97963593893567,10.687557916422833,32.4665324107433,7.8
70,153.39270196324995,50.66469929587229,35.309159694089416,40.16703425121755,5.545058319696432,25.445761484780753,7.9
71,173.98150934652344,55.862857510683035,35.26447760709656,27.124429437416204,15.83171561723498,20.381472636470875,8.0
72,171.43371988281172,37.76232240875103,23.027803085925786,14.467798574118676,21.707028613677082,33.60888620253731,8.1
73,117.21073345032947,38.58854351069288,24.03436013899432,31.61890332368214,43.307914543089915,28.701141373489456,8.2
74,120.35095798598753,45.515946767793764,7.685864010714301,47.941675191978234,24.553226622230667,28.729776413076465,8.3
75,119.43820466055905,49.89082101789488,15.769171595876847,43.292635100290084,20.05498945327913,32.908561326460855,8.4
76,146.57572151005326,38.60346563209744,6.298833647538066,47.12625391510137,32.945565665719506,32.8576997985982,8.5
77,149.68614699503482,56.255022307044555,14.299612187303165,29.46744941381506,42.66576804970259,25.20920855517941,8.6
78,124.95557516752268,30.89997023421614,8.603935216125732,19.853325098706378,34.650740884793734,25.673818569623663,8.7
79,116.89500618970122,53.407401113351355,18.540824350414674,42.36302164698679,11.618792536364792,28.85380178352079,8.8
80,198.69595865378705,33.110251764023104,32.17135943350471,38.89528736570067,46.47269429683948,32.69779663848597,8.9
81,194.6217458048373,29.19470918567662,18.99378045403895,44.343468634768996,11.969315369934803,20.59304766068689,9.0
82,121.27967766943296,35.26480937306583,17.93488966725296,35.64711175956078,34.63342311808289,24.52360071659026,9.1
83,108.99600134094737,47.23277156013896,34.384360568840385,17.845534160353637,47.85119283886086,28.796949303650976,9.2
84,173.8506053100742,32.93015367302995,12.035042887820191,51.99524399647702,29.312843966723797,22.052229816056506,9.3
85,171.97529118460253,43.059619514662046,27.702091757558616,15.95457073925932,23.25668638271732,32.87039051571852,9.4
86,199.229134170803,42.873564662545576,37.2376304593703,18.806835316179935,15.559549113815518,27.3898240104342,9.5
87,183.16408447044714,31.490920989451975,10.383900801715827,48.1967671087674,25.239809132008133,32.572075826512034,9.6
88,157.17844930864888,46.230668062016946,29.277004847527966,22.91047819592211,18.18220558972914,29.68142259570771,9.7
